,file_name,timestamp,updates_num,diff_updates_num,withdrawls_num,diff_withdrawls_num,peers_num,diff_peers_num,origins_num,diff_origins_num,prefixes_num,diff_prefixes_num,avg_update_per_peer,avg_update_per_origin,avg_prefix_per_peer,avg_prefix_per_origin,new_prefixes_num,more_specific_num,origins_of_new_prefixes,peers_of_new_prefixes,origins_of_more_specific_prefixes,peers_of_more_specific_prefixes,new_peers_num,new_origins_num,Leak_type
868,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.0700.txt,700,60660,-32937,22775,13623,20,0,1336,-242,9244,-3488,4171,62,1054,7,3648,64,251,14,9,7,0,1086,0
869,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.0800.txt,800,33181,-27479,6690,-16085,19,-1,403,-933,1494,-7750,2098,98,547,3,1115,14,217,17,5,5,0,186,0
870,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.0900.txt,900,42626,9445,5532,-1158,19,0,520,117,2585,1091,2534,92,716,5,2306,13,390,15,7,3,0,368,0
871,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1000.txt,1000,180876,138250,13638,8106,21,2,2435,1915,15174,12589,9262,79,2387,6,14698,416,2211,17,31,8,2,2252,0
872,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1045.txt,1045,296495,115619,26449,12811,20,-1,2462,27,18683,3509,16147,131,3905,7,17317,188,2165,16,26,11,1,615,1
873,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1100.txt,1100,379705,83210,52652,26203,21,1,10189,7727,80734,62051,20588,42,10293,7,67814,1510,8691,19,352,14,1,9506,1
874,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1115.txt,1115,732994,353289,111180,58528,21,0,21265,11076,198741,118007,40198,39,15131,9,185612,1273,20005,18,332,9,1,14044,1
875,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1130.txt,1130,237621,-495373,10019,-101161,20,-1,19368,-1897,159397,-39344,12382,12,9513,8,154771,624,18739,19,203,6,1,9098,1
876,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1145.txt,1145,241446,3825,10228,209,20,0,15080,-4288,137837,-21560,12583,16,8627,9,135083,32,14636,14,5,6,0,2792,1
877,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1200.txt,1200,164599,-76847,18312,8084,23,3,9423,-5657,65333,-72504,7952,19,3752,6,63812,16,9126,18,7,3,3,3833,1
878,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1215.txt,1215,122831,-41768,13231,-5081,21,-2,1093,-8330,12856,-52477,6479,124,2601,11,12190,6,889,17,4,3,0,712,0
879,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1300.txt,1300,78248,-44583,13889,658,19,-2,632,-461,4374,-8482,4849,145,1465,7,3828,13,474,18,5,5,0,455,0
880,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1400.txt,1400,49407,-28841,10126,-3763,20,1,437,-195,1602,-2772,2976,136,595,3,1187,16,287,18,7,6,1,249,0
881,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1500.txt,1500,47463,-1944,8720,-1406,21,1,887,450,5306,3704,2675,63,768,6,4820,24,758,18,14,10,2,746,0
882,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1600.txt,1600,39862,-7601,7954,-766,22,1,479,-408,1858,-3448,2173,99,533,4,1370,3,310,15,3,3,2,274,0
883,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1700.txt,1700,61498,21636,9711,1757,22,0,767,288,3947,2089,3236,92,1040,5,3275,42,571,16,11,8,1,547,0
884,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1800.txt,1800,76142,14644,8794,-917,21,-1,3071,2304,27172,23225,4044,27,1917,8,26535,150,2916,16,23,5,0,2838,0
885,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.1900.txt,1900,41090,-35052,7543,-1251,22,1,435,-2636,2609,-24563,2210,111,691,6,2247,16,306,15,5,4,2,238,0
886,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2000.txt,2000,32122,-8968,6454,-1089,21,-1,307,-128,1105,-1504,1836,125,422,3,772,7,187,17,4,4,1,150,0
887,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2100.txt,2100,45250,13128,7471,1017,20,-1,523,216,1980,875,2636,100,715,3,1566,15,380,17,7,6,0,341,0
888,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2130.txt,2130,27595,-17655,4248,-3223,20,0,300,-223,1077,-903,1592,106,380,3,764,21,189,17,5,4,0,153,0
889,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2145.txt,2145,36163,8568,6837,2589,20,0,339,39,1320,243,2150,126,509,4,689,1,149,16,1,1,0,174,0
890,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2200.txt,2200,184186,148023,19038,12201,20,0,3457,3118,17567,16247,10161,58,5263,5,16554,10,3261,17,9,5,0,3218,0
891,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2215.txt,2215,103657,-80529,7675,-11363,20,0,4311,854,24303,6736,5566,25,3570,5,23287,16,4071,16,8,6,1,1138,1
892,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2230.txt,2230,101505,-2152,11375,3700,20,0,5507,1196,35616,11313,5644,20,2570,6,33580,268,5245,18,66,9,1,4688,1
893,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2245.txt,2245,457182,355677,16871,5496,20,0,33294,27787,335154,299538,23702,14,17442,10,320741,1970,31881,17,138,3,1,29745,1
894,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2300.txt,2300,405402,-51780,7933,-8938,19,-1,42460,9166,367029,31875,21754,9,19832,8,332418,5573,40108,15,354,1,0,25209,1
895,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2315.txt,2315,542342,136940,11116,3183,20,1,43796,1336,456249,89220,27672,12,24362,10,422307,4,41304,14,3,2,1,16041,1
896,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2330.txt,2330,254203,-288139,6334,-4782,19,-1,28990,-14806,220504,-235745,13712,8,11924,7,198783,0,27639,16,0,0,0,14699,1
897,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171021.2345.txt,2345,38945,-215258,7020,686,19,0,405,-28585,1387,-219117,2419,113,533,3,1014,2,205,14,1,1,0,91,0
898,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171022.2400.txt,2400,56310,17365,7373,353,19,0,529,124,4515,3128,3351,120,1059,8,3947,0,333,15,0,0,0,266,0
899,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171022.2430.txt,2430,39904,-16406,6139,-1234,21,2,409,-120,3038,-1477,2192,112,520,5,2423,8,262,17,4,5,2,244,0
900,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171022.2500.txt,2500,79026,39122,7597,1458,19,-2,6616,6207,45899,42861,4559,13,2792,6,44747,258,6443,18,3,3,0,6420,0
901,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171022.2600.txt,2600,63576,-15450,14519,6922,19,0,445,-6171,1863,-44036,4110,175,545,4,1526,9,311,19,5,4,0,229,0
902,Brazil21oct2017from1100to1117/routeviews-saopaolo1\updates.20171022.2700.txt,2700,66209,2633,14968,449,20,1,422,-23,1727,-136,4058,192,618,4,1413,5,300,17,2,2,1,198,0
903,barazil11nov2008from155to215/rrcc15\updates.20081111.0015.txt,15,1832,527,54,-88,4,0,65,-5,229,102,471,29,133,3,201,1,43,4,1,1,0,42,0
904,barazil11nov2008from155to215/rrcc15\updates.20081111.0030.txt,30,1641,-191,130,76,4,0,65,0,145,-84,442,27,86,2,126,0,51,4,0,0,0,44,0
905,barazil11nov2008from155to215/rrcc15\updates.20081111.0045.txt,45,1802,161,230,100,4,0,54,-11,138,-7,508,37,92,2,116,0,34,4,0,0,0,34,0
906,barazil11nov2008from155to215/rrcc15\updates.20081111.0100.txt,100,4756,2954,184,-46,4,0,261,207,1920,1782,1235,18,623,7,1895,2,240,3,1,1,0,237,0
907,barazil11nov2008from155to215/rrcc15\updates.20081111.0115.txt,115,1548,-3208,144,-40,4,0,53,-208,142,-1778,423,31,80,2,122,0,34,3,0,0,0,29,0
908,barazil11nov2008from155to215/rrcc15\updates.20081111.0130.txt,130,1439,-109,104,-40,4,0,53,0,140,-2,385,29,87,2,118,0,36,3,0,0,0,35,0
909,barazil11nov2008from155to215/rrcc15\updates.20081111.0145.txt,145,2284,845,239,135,4,0,107,54,479,339,630,23,177,4,464,0,94,4,0,0,0,88,0
910,barazil11nov2008from155to215/rrcc15\updates.20081111.0150.txt,150,1560,-724,105,-134,4,0,87,-20,213,-266,416,19,124,2,197,0,71,4,0,0,0,57,0
911,barazil11nov2008from155to215/rrcc15\updates.20081111.0155.txt,155,249801,248241,674,569,5,1,1472,1385,162569,162356,50095,170,48334,114,162493,15,123,4,1,2,1,1433,1
912,barazil11nov2008from155to215/rrcc15\updates.20081111.0200.txt,200,404637,154836,3467,2793,4,-1,8823,7351,223219,60650,102026,46,83638,26,223129,0,8133,4,0,0,0,8006,1
913,barazil11nov2008from155to215/rrcc15\updates.20081111.0205.txt,205,170684,-233953,3158,-309,4,0,8794,-29,117522,-105697,43460,19,35329,13,117460,0,8382,4,0,0,0,6023,1
914,barazil11nov2008from155to215/rrcc15\updates.20081111.0210.txt,210,293514,122830,5404,2246,4,0,15662,6868,165325,47803,74729,19,58222,11,165239,0,14976,4,0,0,0,8246,1
915,barazil11nov2008from155to215/rrcc15\updates.20081111.0215.txt,215,269063,-24451,6277,873,4,0,11468,-4194,122063,-43262,68835,24,52889,11,122002,0,10790,4,0,0,0,6452,1
916,barazil11nov2008from155to215/rrcc15\updates.20081111.0220.txt,220,116360,-152703,5243,-1034,4,0,5188,-6280,57474,-64589,30400,23,24310,11,57443,0,4536,4,0,0,0,2808,1
917,barazil11nov2008from155to215/rrcc15\updates.20081111.0225.txt,225,108468,-7892,5220,-23,4,0,5452,264,57142,-332,28422,20,23592,10,57105,0,4088,4,0,0,0,3969,1
918,barazil11nov2008from155to215/rrcc15\updates.20081111.0230.txt,230,100031,-8437,4543,-677,4,0,4394,-1058,57448,306,26143,23,21180,13,57414,0,3610,4,0,0,0,2726,1
919,barazil11nov2008from155to215/rrcc15\updates.20081111.0235.txt,235,92118,-7913,5064,521,4,0,4545,151,52741,-4707,24295,21,18678,12,52717,0,3790,4,0,0,0,2748,1
920,barazil11nov2008from155to215/rrcc15\updates.20081111.0240.txt,240,253243,161125,4035,-1029,4,0,16020,11475,118666,65925,64319,16,42397,7,118612,0,15665,4,0,0,0,13386,1
921,barazil11nov2008from155to215/rrcc15\updates.20081111.0245.txt,245,321735,68492,13391,9356,4,0,18177,2157,182302,63636,83781,18,64543,10,182231,0,17045,4,0,0,0,6964,1
922,barazil11nov2008from155to215/rrcc15\updates.20081111.0250.txt,250,413388,91653,11085,-2306,4,0,16046,-2131,232775,50473,106118,26,86042,15,232689,0,14640,4,0,0,0,6882,1
923,barazil11nov2008from155to215/rrcc15\updates.20081111.0255.txt,255,295977,-117411,14472,3387,4,0,16679,633,170567,-62208,77612,18,63116,11,170501,0,15108,4,0,0,0,5950,1
924,barazil11nov2008from155to215/rrcc15\updates.20081111.0300.txt,300,331843,35866,6486,-7986,4,0,14908,-1771,160032,-10535,84582,22,65008,12,159963,0,13999,4,0,0,0,5019,1
925,barazil11nov2008from155to215/rrcc15\updates.20081111.0315.txt,315,7071,-324772,473,-6013,4,0,754,-14154,3206,-156826,1886,10,904,4,3189,0,740,4,0,0,0,126,0
926,barazil11nov2008from155to215/rrcc15\updates.20081111.0330.txt,330,1916,-5155,260,-213,4,0,89,-665,507,-2699,544,24,202,5,486,0,71,4,0,0,0,58,0
927,barazil11nov2008from155to215/rrcc15\updates.20081111.0400.txt,400,22142,20226,197,-63,4,0,2497,2408,19936,19429,5584,8,5195,7,19900,3,2481,4,1,1,0,2455,0
928,barazil11nov2008from155to215/rrcc15\updates.20081111.0500.txt,500,4186,-17956,298,101,4,0,65,-2432,334,-19602,1121,68,213,5,316,0,50,4,0,0,0,31,0
929,barazil11nov2008from155to215/rrcc15\updates.20081111.0600.txt,600,2754,-1432,223,-75,4,0,93,28,447,113,744,32,240,4,417,0,76,4,0,0,0,76,0
930,barazil11nov2008from155to215/rrcc15\updates.20081111.0700.txt,700,2414,-340,57,-166,4,0,104,11,545,98,617,23,220,5,529,0,91,4,0,0,0,86,0
931,barazil11nov2008from155to215/rrcc15\updates.20081111.0800.txt,800,1175,-1239,72,15,4,0,77,-27,146,-399,311,16,85,2,116,0,61,4,0,0,0,47,0
932,barazil11nov2008from155to215/rrcc15\updates.20081111.0900.txt,900,18072,16897,874,802,4,0,1044,967,6641,6495,4736,18,1821,5,6621,0,1027,4,0,0,0,1012,0
933,barazil11nov2008from155to215/rrcc15\updates.20081111.1000.txt,1000,1890,-16182,147,-727,4,0,77,-967,177,-6464,509,26,106,2,145,0,61,4,0,0,0,54,0
934,barazil11nov2008from155to215/rrcc15\updates.20081111.1100.txt,1100,2731,841,85,-62,4,0,100,23,577,400,704,28,287,6,560,0,82,4,0,0,0,72,0
935,barazil11nov2008from155to215/rrcc15\updates.20081111.1200.txt,1200,2448,-283,89,4,4,0,102,2,349,-228,634,24,220,3,320,0,87,4,0,0,0,74,0
936,barazil11nov2008from155to215/rrcc15\updates.20081111.1300.txt,1300,2444,-4,91,2,4,0,176,74,524,175,633,14,217,3,506,0,158,4,0,0,0,149,0
937,barazil11nov2008from155to215/rrcc15\updates.20081111.1400.txt,1400,4051,1607,230,139,4,0,472,296,1556,1032,1070,9,498,3,1525,0,456,4,0,0,0,406,0
938,barazil11nov2008from155to215/rrcc15\updates.20081111.1500.txt,1500,5171,1120,204,-26,4,0,100,-372,478,-1078,1343,53,328,4,464,0,87,4,0,0,0,74,0
939,barazil11nov2008from155to215/rrcc15\updates.20081111.1600.txt,1600,6736,1565,258,54,4,0,216,116,1073,595,1748,32,567,5,1044,0,200,4,0,0,0,189,0
940,barazil11nov2008from155to215/rrcc15\updates.20081111.1700.txt,1700,2209,-4527,108,-150,4,0,83,-133,293,-780,579,27,172,3,277,0,69,3,0,0,0,65,0
941,barazil11nov2008from155to215/rrcc15\updates.20081111.1800.txt,1800,3378,1169,212,104,4,0,85,2,282,-11,897,42,177,3,250,0,69,4,0,0,0,65,0
942,barazil11nov2008from155to215/rrcc15\updates.20081111.1900.txt,1900,1937,-1441,61,-151,4,0,63,-22,294,12,499,31,163,4,277,0,48,4,0,0,0,42,0
943,barazil11nov2008from155to215/rrcc15\updates.20081111.2000.txt,2000,1534,-403,131,70,4,0,72,9,200,-94,416,23,118,2,172,0,59,4,0,0,0,53,0
944,barazil11nov2008from155to215/rrcc15\updates.20081111.2100.txt,2100,2698,1164,96,-35,5,1,87,15,284,84,558,32,129,3,266,0,73,5,0,0,1,70,0
945,barazil11nov2008from155to215/rrcc15\updates.20081111.2200.txt,2200,3672,974,173,77,4,-1,83,-4,326,42,961,46,205,4,297,0,69,4,0,0,0,58,0
946,barazil11nov2008from155to215/rrcc15\updates.20081111.2300.txt,2300,3621,-51,84,-89,4,0,215,132,913,587,926,17,311,4,897,0,200,4,0,0,0,197,0
